Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2011-2012,Fulham,John Arne Riise,3140,43,44,-1,-0.0003184713375796178
2011-2012,Fulham,Clint Dempsey,3325,44,45,-1,-0.0003007518796992481
2011-2012,Fulham,Stephen Kelly,2020,25,30,-5,-0.0024752475247524753
2011-2012,Fulham,Mahamadou Diarra,750,8,14,-6,-0.008
2011-2012,Fulham,Damien Duff,2114,25,34,-9,-0.004257332071901609
2011-2012,Fulham,Danny Murphy,2742,34,33,1,0.00036469730123997083
2011-2012,Fulham,Brede Hangeland,3420,44,49,-5,-0.0014619883040935672
2011-2012,Fulham,David Stockdale,720,13,14,-1,-0.001388888888888889
2011-2012,Fulham,Chris Baird,1269,19,19,0,0.0
2011-2012,Fulham,Kerim Frei,674,7,14,-7,-0.010385756676557863
2011-2012,Fulham,Alexander Kačaniklić,203,3,1,2,0.009852216748768473
2011-2012,Fulham,Marcello Trotta,2,0,0,0,0.0
2011-2012,Fulham,Philippe Senderos,1829,22,30,-8,-0.004373974849644614
2011-2012,Fulham,Pajtim Kasami,268,1,5,-4,-0.014925373134328358
2011-2012,Newcastle United,Tim Krul,3420,51,51,0,0.0
2011-2012,Newcastle United,Papiss Cissé,1112,19,18,1,0.0008992805755395684
2011-2012,Newcastle United,Hatem Ben Arfa,1558,25,25,0,0.0
2011-2012,Newcastle United,Fabricio Coloccini,3043,45,43,2,0.0006572461386789353
2011-2012,Newcastle United,Jonás Gutiérrez,3319,51,48,3,0.0009038867128653209
2011-2012,Newcastle United,Davide Santon,1662,24,32,-8,-0.0048134777376654635
2011-2012,Newcastle United,Demba Ba,2730,39,45,-6,-0.002197802197802198
2011-2012,Newcastle United,Mike Williamson,1895,29,29,0,0.0
2011-2012,Newcastle United,Yohan Cabaye,2834,42,40,2,0.0007057163020465773
2011-2012,Newcastle United,James Perch,1242,18,22,-4,-0.00322061191626409
2011-2012,Newcastle United,Cheick Tioté,2045,29,24,5,0.0024449877750611247
2011-2012,Newcastle United,Shane Ferguson,153,3,2,1,0.006535947712418301
2011-2012,Newcastle United,Shola Ameobi,1008,16,14,2,0.001984126984126984
2011-2012,Newcastle United,Gabriel Obertan,1559,24,25,-1,-0.0006414368184733803
2011-2012,Newcastle United,Dan Gosling,261,4,6,-2,-0.007662835249042145
2011-2012,Newcastle United,Ryan Taylor,2125,31,26,5,0.002352941176470588
2011-2012,Newcastle United,Sylvain Marveaux,136,2,2,0,0.0
2011-2012,Aston Villa,Shay Given,2828,31,43,-12,-0.004243281471004243
2011-2012,Aston Villa,Stephen Ireland,1591,17,27,-10,-0.006285355122564425
2011-2012,Aston Villa,Eric Lichaj,822,6,16,-10,-0.012165450121654502
2011-2012,Aston Villa,Richard Dunne,2520,30,35,-5,-0.001984126984126984
2011-2012,Aston Villa,Alan Hutton,2594,29,37,-8,-0.0030840400925212026
2011-2012,Aston Villa,Charles N'Zogbia,2078,23,24,-1,-0.00048123195380173246
2011-2012,Aston Villa,Emile Heskey,1458,11,23,-12,-0.00823045267489712
2011-2012,Aston Villa,Ciaran Clark,1148,13,20,-7,-0.006097560975609756
2011-2012,Aston Villa,Carlos Cuéllar,1493,11,22,-11,-0.007367716008037508
2011-2012,Aston Villa,Stephen Warnock,3055,36,43,-7,-0.0022913256955810145
2011-2012,Aston Villa,Chris Herd,1530,13,20,-7,-0.004575163398692811
2011-2012,Aston Villa,Brad Guzan,592,6,8,-2,-0.0033783783783783786
2011-2012,Aston Villa,Nathan Delfouneso,163,0,2,-2,-0.012269938650306749
2011-2012,Aston Villa,Andreas Weimann,535,5,11,-6,-0.011214953271028037
2011-2012,Aston Villa,Samir Carruthers,19,0,1,-1,-0.05263157894736842
2011-2012,Aston Villa,Barry Bannan,1249,17,20,-3,-0.0024019215372297837
2011-2012,Aston Villa,James Collins,2780,30,40,-10,-0.0035971223021582736
2011-2012,Aston Villa,Gary Gardner,605,7,15,-8,-0.013223140495867768
2011-2012,Bolton Wanderers,Ádám Bogdán,1800,23,39,-16,-0.008888888888888889
2011-2012,Bolton Wanderers,Martin Petrov,2573,32,55,-23,-0.008938981733385153
2011-2012,Bolton Wanderers,Nigel Reo-Coker,3264,41,72,-31,-0.009497549019607842
2011-2012,Bolton Wanderers,Tim Ream,1170,16,25,-9,-0.007692307692307693
2011-2012,Bolton Wanderers,David Wheater,2116,26,42,-16,-0.007561436672967864
2011-2012,Bolton Wanderers,Kevin Davies,1867,26,49,-23,-0.012319228709159078
2011-2012,Bolton Wanderers,Mark Davies,2749,34,58,-24,-0.008730447435431065
2011-2012,Bolton Wanderers,Sam Ricketts,1800,23,35,-12,-0.006666666666666667
2011-2012,Bolton Wanderers,Dedryck Boyata,1123,11,34,-23,-0.020480854853072127
2011-2012,Bolton Wanderers,Chris Eagles,2298,31,50,-19,-0.008268059181897302
2011-2012,Bolton Wanderers,David N'Gog,2042,24,40,-16,-0.007835455435847209
2011-2012,Bolton Wanderers,Jussi Jääskeläinen,1620,19,37,-18,-0.011111111111111112
2011-2012,Bolton Wanderers,Zat Knight,1978,20,44,-24,-0.012133468149646108
2011-2012,Bolton Wanderers,Marcos Alonso,331,5,7,-2,-0.006042296072507553
2011-2012,Bolton Wanderers,Josh Vela,37,0,1,-1,-0.02702702702702703
2011-2012,Bolton Wanderers,Ryo Miyaichi,683,8,12,-4,-0.005856515373352855
2011-2012,Bolton Wanderers,Lee Chung-yong,18,0,1,-1,-0.05555555555555555
2011-2012,Bolton Wanderers,Ivan Klasnić,1545,24,39,-15,-0.009708737864077669
2011-2012,Queens Park Rangers,Paddy Kenny,2970,39,57,-18,-0.006060606060606061
2011-2012,Queens Park Rangers,Nedum Onuoha,1449,20,28,-8,-0.005521048999309869
2011-2012,Queens Park Rangers,Shaun Derry,2310,25,43,-18,-0.007792207792207792
2011-2012,Queens Park Rangers,Anton Ferdinand,3020,38,54,-16,-0.005298013245033113
2011-2012,Queens Park Rangers,Jamie Mackie,2186,33,43,-10,-0.004574565416285453
2011-2012,Queens Park Rangers,Clint Hill,1704,21,28,-7,-0.004107981220657277
2011-2012,Queens Park Rangers,Bobby Zamora,2374,36,39,-3,-0.0012636899747262005
2011-2012,Queens Park Rangers,Adel Taarabt,2024,22,29,-7,-0.003458498023715415
2011-2012,Queens Park Rangers,Ákos Buzsáky,898,10,19,-9,-0.01002227171492205
2011-2012,Queens Park Rangers,Taye Taiwo,1194,18,26,-8,-0.006700167504187605
2011-2012,Queens Park Rangers,Joey Barton,2942,36,50,-14,-0.004758667573079538
2011-2012,Queens Park Rangers,Radek Černý,450,2,7,-5,-0.011111111111111112
2011-2012,Queens Park Rangers,Armand Traoré,1705,23,36,-13,-0.007624633431085044
2011-2012,Queens Park Rangers,Djibril Cissé,628,9,18,-9,-0.014331210191082803
2011-2012,Queens Park Rangers,Jay Bothroyd,1104,8,23,-15,-0.01358695652173913
2011-2012,Queens Park Rangers,Danny Gabbidon,1424,14,26,-12,-0.008426966292134831
2011-2012,Queens Park Rangers,Shaun Wright-Phillips,2211,27,42,-15,-0.0067842605156037995
2011-2012,Queens Park Rangers,Fitz Hall,922,10,18,-8,-0.008676789587852495
2011-2012,Blackburn Rovers,Paul Robinson,4481,56,105,-49,-0.010935059138585137
2011-2012,Blackburn Rovers,Junior Hoilett,2953,38,62,-24,-0.008127328140873687
2011-2012,Blackburn Rovers,Jason Lowe,2669,35,52,-17,-0.006369426751592357
2011-2012,Blackburn Rovers,Morten Gamst Pedersen,2834,37,61,-24,-0.008468595624558928
2011-2012,Blackburn Rovers,Yakubu Aiyegbeni,2518,37,53,-16,-0.006354249404289118
2011-2012,Blackburn Rovers,David Dunn,1740,23,36,-13,-0.007471264367816092
2011-2012,Blackburn Rovers,Bradley Orr,1284,9,31,-22,-0.017133956386292833
2011-2012,Blackburn Rovers,Gaël Givet,1797,26,40,-14,-0.0077907623817473565
2011-2012,Blackburn Rovers,Scott Dann,2403,30,54,-24,-0.009987515605493134
2011-2012,Blackburn Rovers,Anthony Modeste,388,1,12,-11,-0.028350515463917526
2011-2012,Blackburn Rovers,Martin Olsson,2200,25,44,-19,-0.008636363636363636
2011-2012,Blackburn Rovers,Jake Kean,90,1,2,-1,-0.011111111111111112
2011-2012,Blackburn Rovers,Steven Nzonzi,2721,33,61,-28,-0.010290334435869165
2011-2012,Blackburn Rovers,Mauro Formica,2172,32,46,-14,-0.006445672191528545
2011-2012,Blackburn Rovers,Rubén Rochina,817,13,17,-4,-0.004895960832313341
2011-2012,Blackburn Rovers,Radosav Petrović,982,9,25,-16,-0.016293279022403257
2011-2012,Blackburn Rovers,Marcus Olsson,990,11,17,-6,-0.006060606060606061
2011-2012,Blackburn Rovers,David Goodwillie,597,8,13,-5,-0.008375209380234505
2011-2012,Liverpool,Pepe Reina,3060,38,33,5,0.0016339869281045752
2011-2012,Liverpool,Jonjo Shelvey,728,11,7,4,0.005494505494505495
2011-2012,Liverpool,Maxi Rodríguez,797,9,8,1,0.0012547051442910915
2011-2012,Liverpool,Glen Johnson,1952,25,16,9,0.004610655737704918
2011-2012,Liverpool,Jordan Henderson,2662,36,31,5,0.0018782870022539444
2011-2012,Liverpool,Luis Suárez,2552,32,25,7,0.00274294670846395
2011-2012,Liverpool,Stewart Downing,2476,30,25,5,0.0020193861066235864
2011-2012,Liverpool,Andy Carroll,2064,26,23,3,0.0014534883720930232
2011-2012,Liverpool,Jamie Carragher,1726,23,22,1,0.0005793742757821553
2011-2012,Liverpool,Martin Škrtel,3021,36,35,1,0.00033101621979476995
2011-2012,Liverpool,Daniel Agger,2139,29,19,10,0.004675081813931743
2011-2012,Liverpool,Doni,360,4,4,0,0.0
2011-2012,Liverpool,Raheem Sterling,27,0,0,0,0.0
2011-2012,Liverpool,Jay Spearing,1320,15,20,-5,-0.003787878787878788
2011-2012,Liverpool,Martin Kelly,964,9,6,3,0.0031120331950207467
2011-2012,Liverpool,Dirk Kuyt,2008,19,21,-2,-0.00099601593625498
2011-2012,Liverpool,Craig Bellamy,1242,20,15,5,0.004025764895330112
2011-2012,Liverpool,Sebastián Coates,484,5,9,-4,-0.008264462809917356
2011-2012,Norwich City,John Ruddy,3330,52,64,-12,-0.0036036036036036037
2011-2012,Norwich City,Jonny Howson,948,13,22,-9,-0.00949367088607595
2011-2012,Norwich City,Kyle Naughton,2701,42,49,-7,-0.00259163272861903
2011-2012,Norwich City,Bradley Johnson,2106,31,39,-8,-0.003798670465337132
2011-2012,Norwich City,Simon Lappin,292,8,5,3,0.010273972602739725
2011-2012,Norwich City,Simeon Jackson,941,21,12,9,0.009564293304994687
2011-2012,Norwich City,Wes Hoolahan,2278,41,44,-3,-0.0013169446883230904
2011-2012,Norwich City,Russell Martin,2850,48,56,-8,-0.002807017543859649
2011-2012,Norwich City,Grant Holt,2251,37,44,-7,-0.003109729009329187
2011-2012,Norwich City,Ryan Bennett,720,11,19,-8,-0.011111111111111112
2011-2012,Norwich City,Elliott Bennett,2011,31,37,-6,-0.0029835902536051715
2011-2012,Norwich City,Aaron Wilbraham,307,7,5,2,0.006514657980456026
2011-2012,Norwich City,Adam Drury,907,11,19,-8,-0.008820286659316428
2011-2012,Norwich City,Andrew Surman,1915,24,37,-13,-0.006788511749347258
2011-2012,Norwich City,Andrew Crofts,1276,18,28,-10,-0.007836990595611285
2011-2012,Norwich City,Steve Morison,2099,31,45,-14,-0.006669842782277275
2011-2012,Norwich City,David Fox,1935,31,32,-1,-0.0005167958656330749
2011-2012,Sunderland,Simon Mignolet,2572,32,33,-1,-0.00038880248833592535
2011-2012,Sunderland,David Vaughan,1484,21,19,2,0.0013477088948787063
2011-2012,Sunderland,Jack Colback,2671,30,35,-5,-0.0018719580681392737
2011-2012,Sunderland,Titus Bramble,651,10,9,1,0.0015360983102918587
2011-2012,Sunderland,Fraizer Campbell,637,9,9,0,0.0
2011-2012,Sunderland,James McClean,1843,24,24,0,0.0
2011-2012,Sunderland,Michael Turner,2115,23,30,-7,-0.003309692671394799
2011-2012,Sunderland,Stéphane Sessègnon,3165,40,42,-2,-0.000631911532385466
2011-2012,Sunderland,Phil Bardsley,2481,26,31,-5,-0.002015316404675534
2011-2012,Sunderland,Craig Gardner,2114,27,29,-2,-0.000946073793755913
2011-2012,Sunderland,John O'Shea,2439,33,29,4,0.0016400164001640015
2011-2012,Sunderland,Keiren Westwood,758,9,10,-1,-0.0013192612137203166
2011-2012,Sunderland,Sotirios Kyrgiakos,189,3,5,-2,-0.010582010582010581
2011-2012,Sunderland,Connor Wickham,524,8,7,1,0.0019083969465648854
2011-2012,Sunderland,Ahmed Elmohamady,777,10,10,0,0.0
2011-2012,Sunderland,Ji Dong-won,438,7,9,-2,-0.0045662100456621
2011-2012,Sunderland,Wayne Bridge,317,3,3,0,0.0
2011-2012,Sunderland,David Meyler,159,6,2,4,0.025157232704402517
2011-2012,Tottenham Hotspur,Brad Friedel,3420,65,40,25,0.007309941520467836
2011-2012,Tottenham Hotspur,William Gallas,1324,22,8,14,0.010574018126888218
2011-2012,Tottenham Hotspur,Aaron Lennon,1579,31,20,11,0.006966434452184927
2011-2012,Tottenham Hotspur,Younès Kaboul,2911,58,37,21,0.007214015802129852
2011-2012,Tottenham Hotspur,Rafael van der Vaart,2329,40,27,13,0.0055817947617003
2011-2012,Tottenham Hotspur,Luka Modrić,3216,61,35,26,0.00808457711442786
2011-2012,Tottenham Hotspur,Kyle Walker,3230,63,31,32,0.009907120743034056
2011-2012,Tottenham Hotspur,Emmanuel Adebayor,2833,60,25,35,0.012354394634662902
2011-2012,Tottenham Hotspur,Gareth Bale,3217,63,37,26,0.008082064034815045
2011-2012,Tottenham Hotspur,Jake Livermore,840,15,12,3,0.0035714285714285713
2011-2012,Tottenham Hotspur,Sandro,1416,20,16,4,0.002824858757062147
2011-2012,Tottenham Hotspur,Louis Saha,1686,20,24,-4,-0.002372479240806643
2011-2012,Tottenham Hotspur,Jermain Defoe,1289,24,18,6,0.004654771140418929
2011-2012,Tottenham Hotspur,Giovani dos Santos,51,2,1,1,0.0196078431372549
2011-2012,Tottenham Hotspur,Ryan Nelsen,201,3,4,-1,-0.004975124378109453
2011-2012,Tottenham Hotspur,Adam Smith,14,0,0,0,0.0
2011-2012,West Bromwich Albion,Márton Fülöp,90,2,3,-1,-0.011111111111111112
2011-2012,West Bromwich Albion,Graham Dorrans,1522,18,24,-6,-0.003942181340341655
2011-2012,West Bromwich Albion,Gareth McAuley,2880,41,38,3,0.0010416666666666667
2011-2012,West Bromwich Albion,Billy Jones,1608,17,23,-6,-0.0037313432835820895
2011-2012,West Bromwich Albion,Youssouf Mulumbu,2810,41,42,-1,-0.00035587188612099647
2011-2012,West Bromwich Albion,Shane Long,2182,27,30,-3,-0.001374885426214482
2011-2012,West Bromwich Albion,Simon Cox,759,9,17,-8,-0.010540184453227932
2011-2012,West Bromwich Albion,Jonas Olsson,3150,42,45,-3,-0.0009523809523809524
2011-2012,West Bromwich Albion,Marc-Antoine Fortuné,1110,21,15,6,0.005405405405405406
2011-2012,West Bromwich Albion,James Morrison,2140,32,35,-3,-0.0014018691588785046
2011-2012,West Bromwich Albion,Liam Ridgewell,1170,20,12,8,0.006837606837606838
2011-2012,West Bromwich Albion,Craig Dawson,360,1,10,-9,-0.025
2011-2012,West Bromwich Albion,Keith Andrews,786,12,12,0,0.0
2011-2012,West Bromwich Albion,Nicky Shorey,2017,22,32,-10,-0.00495785820525533
2011-2012,West Bromwich Albion,Peter Odemwingie,2287,29,29,0,0.0
2011-2012,West Bromwich Albion,Paul Scharner,1595,14,22,-8,-0.005015673981191223
2011-2012,Chelsea,Ross Turnbull,180,3,4,-1,-0.005555555555555556
2011-2012,Chelsea,Daniel Sturridge,2264,47,28,19,0.008392226148409895
2011-2012,Chelsea,Raul Meireles,1967,33,26,7,0.0035587188612099642
2011-2012,Chelsea,Michael Essien,919,16,11,5,0.00544069640914037
2011-2012,Chelsea,Branislav Ivanović,2267,45,34,11,0.004852227613586237
2011-2012,Chelsea,Sam Hutchinson,78,2,2,0,0.0
2011-2012,Chelsea,Florent Malouda,1155,15,22,-7,-0.006060606060606061
2011-2012,Chelsea,John Terry,2790,55,35,20,0.007168458781362007
2011-2012,Chelsea,Romelu Lukaku,159,4,2,2,0.012578616352201259
2011-2012,Chelsea,Ramires,2476,48,31,17,0.006865912762520194
2011-2012,Chelsea,Ryan Bertrand,540,6,8,-2,-0.003703703703703704
2011-2012,Chelsea,Henrique Hilário,180,5,2,3,0.016666666666666666
2011-2012,Chelsea,Fernando Torres,1957,36,34,2,0.001021972406745018
2011-2012,Chelsea,Ashley Cole,2790,55,34,21,0.007526881720430108
2011-2012,Chelsea,Didier Drogba,1527,26,18,8,0.005239030779305829
2011-2012,Chelsea,Paulo Ferreira,367,8,6,2,0.005449591280653951
2011-2012,Chelsea,Oriol Romeu,954,14,11,3,0.0031446540880503146
2011-2012,Wigan Athletic,Ali Al-Habsi,3420,41,61,-20,-0.005847953216374269
2011-2012,Wigan Athletic,Victor Moses,3216,39,58,-19,-0.005907960199004975
2011-2012,Wigan Athletic,Maynor Figueroa,3350,40,60,-20,-0.005970149253731343
2011-2012,Wigan Athletic,James McArthur,1762,22,23,-1,-0.0005675368898978433
2011-2012,Wigan Athletic,Jean Beausejour,1390,19,16,3,0.002158273381294964
2011-2012,Wigan Athletic,Emmerson Boyce,2270,28,30,-2,-0.000881057268722467
2011-2012,Wigan Athletic,James McCarthy,2883,38,50,-12,-0.004162330905306972
2011-2012,Wigan Athletic,Gary Caldwell,3240,39,54,-15,-0.004629629629629629
2011-2012,Wigan Athletic,Franco Di Santo,2033,24,33,-9,-0.004426955238563699
2011-2012,Wigan Athletic,Shaun Maloney,771,16,8,8,0.010376134889753566
2011-2012,Wigan Athletic,Adrián López,442,7,9,-2,-0.004524886877828055
2011-2012,Wigan Athletic,Conor Sammon,889,12,19,-7,-0.007874015748031496
2011-2012,Wigan Athletic,Hugo Rodallega,1246,13,27,-14,-0.011235955056179775
2011-2012,Wigan Athletic,Mohamed Diamé,1596,17,30,-13,-0.008145363408521303
2011-2012,Wigan Athletic,Albert Crusat,486,4,11,-7,-0.01440329218106996
2011-2012,Wigan Athletic,Jordi Gómez,1802,17,31,-14,-0.00776914539400666
2011-2012,Wigan Athletic,Ben Watson,1263,14,29,-15,-0.011876484560570071
2011-2012,Everton,Tim Howard,3420,48,37,11,0.003216374269005848
2011-2012,Everton,Darron Gibson,1020,26,8,18,0.01764705882352941
2011-2012,Everton,Tony Hibbert,2754,41,31,10,0.0036310820624546117
2011-2012,Everton,Leighton Baines,2970,36,32,4,0.0013468013468013469
2011-2012,Everton,Leon Osman,2376,31,22,9,0.003787878787878788
2011-2012,Everton,Steven Pienaar,1253,24,13,11,0.008778930566640064
2011-2012,Everton,Phil Neville,2065,33,21,12,0.005811138014527845
2011-2012,Everton,Phil Jagielka,2570,39,29,10,0.0038910505836575876
2011-2012,Everton,John Heitinga,2541,34,21,13,0.005116096025186935
2011-2012,Everton,Nikica Jelavić,955,18,9,9,0.009424083769633508
2011-2012,Everton,Marouane Fellaini,2856,42,31,11,0.003851540616246499
2011-2012,Everton,Sylvain Distin,2217,30,29,1,0.0004510599909788002
2011-2012,Everton,Séamus Coleman,1131,12,13,-1,-0.0008841732979664014
2011-2012,Everton,Ross Barkley,213,0,2,-2,-0.009389671361502348
2011-2012,Everton,Denis Stracqualursi,737,13,5,8,0.010854816824966078
2011-2012,Everton,Magaye Gueye,526,9,5,4,0.0076045627376425855
2011-2012,Everton,Tim Cahill,2353,24,25,-1,-0.00042498937526561835
2011-2012,Swansea City,Michel Vorm,3330,43,47,-4,-0.0012012012012012011
2011-2012,Swansea City,Neil Taylor,3084,38,39,-1,-0.00032425421530479895
2011-2012,Swansea City,Leon Britton,3017,39,37,2,0.0006629101756711965
2011-2012,Swansea City,Ashley Williams,3330,40,49,-9,-0.002702702702702703
2011-2012,Swansea City,Joe Allen,2902,37,44,-7,-0.002412129565816678
2011-2012,Swansea City,Àngel Rangel,2871,35,39,-4,-0.0013932427725531174
2011-2012,Swansea City,Gylfi Sigurðsson,1498,22,25,-3,-0.0020026702269692926
2011-2012,Swansea City,Nathan Dyer,2402,32,36,-4,-0.0016652789342214821
2011-2012,Swansea City,Scott Sinclair,3122,40,47,-7,-0.002242152466367713
2011-2012,Swansea City,Steven Caulker,2340,27,31,-4,-0.0017094017094017094
2011-2012,Swansea City,Danny Graham,2847,36,39,-3,-0.001053740779768177
2011-2012,Swansea City,Gerhard Tremmel,90,0,2,-2,-0.022222222222222223
2011-2012,Swansea City,Wayne Routledge,1460,15,19,-4,-0.0027397260273972603
2011-2012,Swansea City,Mark Gower,1130,15,13,2,0.0017699115044247787
2011-2012,Swansea City,Garry Monk,1264,23,22,1,0.0007911392405063291
2011-2012,Swansea City,Luke Moore,518,4,7,-3,-0.005791505791505791
2011-2012,Swansea City,Alan Tate,161,0,6,-6,-0.037267080745341616
2011-2012,Stoke City,Thomas Sørensen,1423,17,21,-4,-0.0028109627547434997
2011-2012,Stoke City,Jonathan Walters,3336,33,49,-16,-0.004796163069544364
2011-2012,Stoke City,Robert Huth,2877,28,42,-14,-0.004866180048661801
2011-2012,Stoke City,Matthew Upson,1020,10,18,-8,-0.00784313725490196
2011-2012,Stoke City,Ryan Shawcross,3169,34,40,-6,-0.0018933417481855476
2011-2012,Stoke City,Peter Crouch,2780,32,47,-15,-0.00539568345323741
2011-2012,Stoke City,Andy Wilkinson,1711,17,31,-14,-0.008182349503214495
2011-2012,Stoke City,Dean Whitehead,2364,26,35,-9,-0.0038071065989847717
2011-2012,Stoke City,Ricardo Fuller,416,3,5,-2,-0.004807692307692308
2011-2012,Stoke City,Glenn Whelan,2486,29,33,-4,-0.0016090104585679806
2011-2012,Stoke City,Matthew Etherington,2379,28,29,-1,-0.0004203446826397646
2011-2012,Stoke City,Asmir Begović,1997,18,29,-11,-0.005508262393590386
2011-2012,Stoke City,Cameron Jerome,838,7,19,-12,-0.014319809069212411
2011-2012,Stoke City,Rory Delap,1526,15,25,-10,-0.00655307994757536
2011-2012,Stoke City,Jonathan Woodgate,1278,8,23,-15,-0.011737089201877934
2011-2012,Stoke City,Kenwyne Jones,974,5,14,-9,-0.009240246406570842
2011-2012,Stoke City,Wilson Palacios,803,4,13,-9,-0.0112079701120797
2011-2012,Stoke City,Ryan Shotton,1390,19,17,2,0.0014388489208633094
2011-2012,Manchester City,Joe Hart,3420,90,28,62,0.018128654970760234
2011-2012,Manchester City,David Silva,2815,74,24,50,0.017761989342806393
2011-2012,Manchester City,Vincent Kompany,2790,78,21,57,0.02043010752688172
2011-2012,Manchester City,Yaya Touré,2649,74,20,54,0.020385050962627407
2011-2012,Manchester City,Carlos Tevez,602,19,4,15,0.024916943521594685
2011-2012,Manchester City,Pablo Zabaleta,1549,32,10,22,0.014202711426726921
2011-2012,Manchester City,Joleon Lescott,2687,75,21,54,0.020096762188314105
