Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2020-2021,West Ham United,Manchester City,1,1,"['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Arthur Masuaku', 'Tomáš Souček', 'Michail Antonio', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Manuel Lanzini', 'Mark Noble', 'Sébastien Haller', 'Issa Diop', 'Ryan Fredericks']","[[52, 'Andriy Yarmolenko', 'Michail Antonio'], [69, 'Sébastien Haller', 'Jarrod Bowen']]","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'İlkay Gündoğan', 'Sergio Agüero', 'Rodri', 'Bernardo Silva', 'Riyad Mahrez', 'João Cancelo', 'Eric García']","['Zack Steffen', 'John Stones', 'Oleksandr Zinchenko', 'Kevin De Bruyne', 'Ferrán Torres', 'Phil Foden', 'Cole Palmer']","[[46, 'Phil Foden', 'Sergio Agüero'], [68, 'Kevin De Bruyne', 'Bernardo Silva'], [78, 'Oleksandr Zinchenko', 'Kyle Walker']]",[18],[51],"[[52, 'Andriy Yarmolenko', 'Michail Antonio'], [69, 'Sébastien Haller', 'Jarrod Bowen']]","[[46, 'Phil Foden', 'Sergio Agüero'], [68, 'Kevin De Bruyne', 'Bernardo Silva'], [78, 'Oleksandr Zinchenko', 'Kyle Walker']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2020-2021,Fulham,Crystal Palace,1,2,"['Alphonse Areola', 'Aleksandar Mitrović', 'Tom Cairney', 'Tim Ream', 'Ruben Loftus-Cheek', 'Tosin Adarabioyo', 'Mario Lemina', 'Ademola Lookman', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Denis Odoi', 'Bobby Reid', 'Maxime Le Marchand', 'Harrison Reed', 'Joe Bryan', 'Aboubakar Kamara']","[[66, 'Aboubakar Kamara', 'Andre-Frank Zambo Anguissa'], [74, 'Bobby Reid', 'Ruben Loftus-Cheek'], [79, 'Harrison Reed', 'Mario Lemina']]","['Vicente Guaita', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Andros Townsend', 'Wilfried Zaha', 'Jeffrey Schlupp', 'Nathaniel Clyne', 'Michy Batshuayi', 'Tyrick Mitchell', 'Jaïro Riedewald']","['Stephen Henderson', 'Patrick van Aanholt', 'Max Meyer', 'Mamadou Sakho', 'Christian Benteke', 'Eberechi Eze', 'Martin Kelly']","[[72, 'Patrick van Aanholt', 'Nathaniel Clyne'], [76, 'Eberechi Eze', 'Jeffrey Schlupp'], [85, 'Mamadou Sakho', 'Jaïro Riedewald']]",[90],"[8, 64]","[[66, 'Aboubakar Kamara', 'Andre-Frank Zambo Anguissa'], [74, 'Bobby Reid', 'Ruben Loftus-Cheek'], [79, 'Harrison Reed', 'Mario Lemina']]","[[72, 'Patrick van Aanholt', 'Nathaniel Clyne'], [76, 'Eberechi Eze', 'Jeffrey Schlupp'], [85, 'Mamadou Sakho', 'Jaïro Riedewald']]"
2020-2021,Manchester United,Chelsea,0,0,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Juan Mata', 'Marcus Rashford', 'Fred', 'Bruno Fernandes', 'Daniel James', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Dean Henderson', 'Paul Pogba', 'Edinson Cavani', 'Mason Greenwood', 'Nemanja Matić', 'Donny van de Beek', 'Axel Tuanzebe']","[[58, 'Paul Pogba', 'Juan Mata'], [58, 'Edinson Cavani', 'Daniel James'], [83, 'Mason Greenwood', 'Scott McTominay']]","['Edouard Mendy', 'Jorginho', 'Thiago Silva', ""N'Golo Kanté"", 'Christian Pulisic', 'Timo Werner', 'Kurt Zouma', 'Ben Chilwell', 'Reece James', 'César Azpilicueta', 'Kai Havertz']","['Willy Caballero', 'Antonio Rüdiger', 'Tammy Abraham', 'Mateo Kovačić', 'Olivier Giroud', 'Mason Mount', 'Hakim Ziyech']","[[71, 'Tammy Abraham', 'Timo Werner'], [72, 'Mason Mount', 'Kai Havertz'], [81, 'Hakim Ziyech', 'Christian Pulisic']]",[],[],"[[58, 'Paul Pogba', 'Juan Mata'], [58, 'Edinson Cavani', 'Daniel James'], [83, 'Mason Greenwood', 'Scott McTominay']]","[[71, 'Tammy Abraham', 'Timo Werner'], [72, 'Mason Mount', 'Kai Havertz'], [81, 'Hakim Ziyech', 'Christian Pulisic']]"
2020-2021,Liverpool,Sheffield United,2,1,"['Alisson', 'Fabinho', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Diogo Jota', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Adrián', 'James Milner', 'Curtis Jones', 'Takumi Minamino', 'Xherdan Shaqiri', 'Nathaniel Phillips', 'Neco Williams']","[[83, 'James Milner', 'Diogo Jota'], [83, 'Takumi Minamino', 'Roberto Firmino']]","['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'John Lundstram', 'Sander Berge', 'Oliver McBurnie', 'John Egan', 'Ethan Ampadu', 'Ben Osborn', 'Rhian Brewster']","['Michael Verrips', 'Billy Sharp', 'Oliver Burke', 'Phil Jagielka', 'Oliver Norwood', 'David McGoldrick', 'Jack Robinson']","[[54, 'Oliver Burke', 'Rhian Brewster'], [76, 'David McGoldrick', 'John Lundstram']]","[41, 64]",[],"[[83, 'James Milner', 'Diogo Jota'], [83, 'Takumi Minamino', 'Roberto Firmino']]","[[54, 'Oliver Burke', 'Rhian Brewster'], [76, 'David McGoldrick', 'John Lundstram']]"
2020-2021,Southampton,Everton,2,0,"['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Nathan Redmond', 'Stuart Armstrong', 'Jan Bednarek']","['Fraser Forster', 'Jack Stephens', 'Shane Long', 'Nathan Tella', 'Ibrahima Diallo', 'Jake Vokins', 'Dan Nlundulu']","[[86, 'Ibrahima Diallo', 'Stuart Armstrong'], [89, 'Dan Nlundulu', 'Che Adams']]","['Jordan Pickford', 'Michael Keane', 'Allan', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Yerry Mina', 'Abdoulaye Doucouré', 'Alex Iwobi', 'James Rodríguez', 'Ben Godfrey']","['Robin Olsen', 'Fabian Delph', 'Niels Nkounkou', 'Bernard', 'André Gomes', 'Anthony Gordon', 'Tom Davies']","[[46, 'Bernard', 'Alex Iwobi'], [58, 'Anthony Gordon', 'Abdoulaye Doucouré'], [58, 'Fabian Delph', 'Gylfi Sigurðsson']]","[27, 35]",[],"[[86, 'Ibrahima Diallo', 'Stuart Armstrong'], [89, 'Dan Nlundulu', 'Che Adams']]","[[46, 'Bernard', 'Alex Iwobi'], [58, 'Anthony Gordon', 'Abdoulaye Doucouré'], [58, 'Fabian Delph', 'Gylfi Sigurðsson']]"
2020-2021,Wolverhampton Wanderers,Newcastle United,1,1,"['Rui Patrício', 'Pedro Neto', 'Rúben Neves', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Romain Saïss', 'Leander Dendoncker', 'Max Kilman']","['John Ruddy', 'Ki-Jana Hoever', 'Rayan Aït Nouri', 'Fernando Marçal', 'Fábio Silva', 'João Moutinho', 'Adama Traoré']","[[68, 'Adama Traoré', 'Daniel Podence'], [68, 'Fernando Marçal', 'Romain Saïss'], [83, 'João Moutinho', 'Rúben Neves']]","['Karl Darlow', 'Fabian Schär', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Callum Wilson', 'Jamal Lewis', 'Jeff Hendrick', 'Federico Fernández', 'Ryan Fraser', 'Jacob Murphy', 'Miguel Almirón']","['Mark Gillespie', 'Andy Carroll', 'Joelinton', 'Isaac Hayden', 'Emil Krafth', 'Javier Manquillo', 'Sean Longstaff']","[[78, 'Joelinton', 'Ryan Fraser'], [79, 'Sean Longstaff', 'Allan Saint-Maximin'], [88, 'Andy Carroll', 'Jamaal Lascelles']]",[80],[89],"[[68, 'Adama Traoré', 'Daniel Podence'], [68, 'Fernando Marçal', 'Romain Saïss'], [83, 'João Moutinho', 'Rúben Neves']]","[[78, 'Joelinton', 'Ryan Fraser'], [79, 'Sean Longstaff', 'Allan Saint-Maximin'], [88, 'Andy Carroll', 'Jamaal Lascelles']]"
2020-2021,Arsenal,Leicester City,0,1,"['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Dani Ceballos', 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang', 'Thomas Partey', 'David Luiz', 'Granit Xhaka']","['Rúnar Alex Rúnarsson', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'Shkodran Mustafi', 'Mohamed Elneny', 'Joe Willock', 'Eddie Nketiah']","[[49, 'Shkodran Mustafi', 'David Luiz'], [65, 'Nicolas Pépé', 'Bukayo Saka'], [81, 'Eddie Nketiah', 'Kieran Tierney']]","['Kasper Schmeichel', 'James Justin', 'Wesley Fofana', 'Jonny Evans', 'Youri Tielemans', 'James Maddison', 'Harvey Barnes', 'Nampalys Mendy', 'Dennis Praet', 'Timothy Castagne', 'Christian Fuchs']","['Danny Ward', 'Wes Morgan', 'Jamie Vardy', 'Marc Albrighton', 'Kelechi Iheanacho', 'Cengiz Ünder', 'Hamza Choudhury']","[[60, 'Jamie Vardy', 'Dennis Praet'], [75, 'Cengiz Ünder', 'Harvey Barnes'], [85, 'Marc Albrighton', 'James Maddison']]",[],[80],"[[49, 'Shkodran Mustafi', 'David Luiz'], [65, 'Nicolas Pépé', 'Bukayo Saka'], [81, 'Eddie Nketiah', 'Kieran Tierney']]","[[60, 'Jamie Vardy', 'Dennis Praet'], [75, 'Cengiz Ünder', 'Harvey Barnes'], [85, 'Marc Albrighton', 'James Maddison']]"
2020-2021,Brighton & Hove Albion,West Bromwich Albion,1,1,"['Mathew Ryan', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Yves Bissouma', 'Neal Maupay', 'Leandro Trossard', 'Adam Lallana', 'Solly March', 'Dan Burn', 'Joël Veltman']","['Jason Steele', 'Aaron Connolly', 'Alexis Mac Allister', 'Pascal Groß', 'Steven Alzate', 'Danny Welbeck', 'Bernardo']","[[61, 'Pascal Groß', 'Adam Lallana'], [70, 'Alexis Mac Allister', 'Solly March'], [79, 'Steven Alzate', 'Leandro Trossard']]","['Sam Johnstone', 'Darnell Furlong', 'Semi Ajayi', 'Jake Livermore', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Filip Krovinović', 'Conor Gallagher', 'Branislav Ivanović', 'Karlan Grant']","['David Button', 'Kieran Gibbs', 'Kyle Bartley', 'Callum Robinson', 'Matt Phillips', 'Rekeem Harper', 'Kyle Edwards']","[[63, 'Callum Robinson', 'Jake Livermore'], [63, 'Kyle Edwards', 'Grady Diangana'], [84, 'Matt Phillips', 'Karlan Grant']]",[],[83],"[[61, 'Pascal Groß', 'Adam Lallana'], [70, 'Alexis Mac Allister', 'Solly March'], [79, 'Steven Alzate', 'Leandro Trossard']]","[[63, 'Callum Robinson', 'Jake Livermore'], [63, 'Kyle Edwards', 'Grady Diangana'], [84, 'Matt Phillips', 'Karlan Grant']]"
2020-2021,Burnley,Tottenham Hotspur,0,1,"['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'James Tarkowski', 'Jóhann Berg Guðmundsson', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Ashley Westwood', 'Kevin Long']","['Bailey Peacock-Farrell', 'Robbie Brady', 'Dale Stephens', 'Jay Rodriguez', 'Matěj Vydra', 'Jimmy Dunne', 'Josh Benson']","[[84, 'Jay Rodriguez', 'Jóhann Berg Guðmundsson'], [89, 'Matěj Vydra', 'Ashley Barnes']]","['Hugo Lloris', 'Matt Doherty', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Moussa Sissoko', 'Lucas Moura', 'Tanguy Ndombele', 'Ben Davies']","['Joe Hart', 'Sergio Reguilón', 'Gareth Bale', 'Érik Lamela', 'Joe Rodon', 'Giovani Lo Celso', 'Carlos Vinícius']","[[57, 'Érik Lamela', 'Lucas Moura'], [79, 'Giovani Lo Celso', 'Tanguy Ndombele'], [90, 'Joe Rodon', 'Son Heung-min']]",[],[76],"[[84, 'Jay Rodriguez', 'Jóhann Berg Guðmundsson'], [89, 'Matěj Vydra', 'Ashley Barnes']]","[[57, 'Érik Lamela', 'Lucas Moura'], [79, 'Giovani Lo Celso', 'Tanguy Ndombele'], [90, 'Joe Rodon', 'Son Heung-min']]"
2020-2021,Wolverhampton Wanderers,Crystal Palace,2,0,"['Rui Patrício', 'Rayan Aït Nouri', 'Pedro Neto', 'Rúben Neves', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Leander Dendoncker', 'Max Kilman']","['John Ruddy', 'Ki-Jana Hoever', 'Fábio Silva', 'Romain Saïss', 'João Moutinho', 'Adama Traoré', 'Owen Otasowie']","[[76, 'João Moutinho', 'Pedro Neto'], [76, 'Adama Traoré', 'Daniel Podence'], [90, 'Fábio Silva', 'Raúl Jiménez']]","['Vicente Guaita', 'Patrick van Aanholt', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Andros Townsend', 'Wilfried Zaha', 'Jeffrey Schlupp', 'Nathaniel Clyne', 'Michy Batshuayi', 'Jaïro Riedewald']","['Stephen Henderson', 'Jordan Ayew', 'Mamadou Sakho', 'James McArthur', 'Christian Benteke', 'Eberechi Eze', 'Martin Kelly']","[[65, 'Eberechi Eze', 'Jeffrey Schlupp'], [72, 'Jordan Ayew', 'Andros Townsend'], [84, 'Christian Benteke', 'Michy Batshuayi']]","[18, 27]",[],"[[76, 'João Moutinho', 'Pedro Neto'], [76, 'Adama Traoré', 'Daniel Podence'], [90, 'Fábio Silva', 'Raúl Jiménez']]","[[65, 'Eberechi Eze', 'Jeffrey Schlupp'], [72, 'Jordan Ayew', 'Andros Townsend'], [84, 'Christian Benteke', 'Michy Batshuayi']]"
2020-2021,Sheffield United,Manchester City,0,1,"['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'Sander Berge', 'Oliver McBurnie', 'John Egan', 'Max Lowe', 'Ethan Ampadu', 'Ben Osborn', 'Rhian Brewster']","['Michael Verrips', 'John Lundstram', 'Billy Sharp', 'Oliver Burke', 'Oliver Norwood', 'David McGoldrick', 'Jack Robinson']","[[55, 'John Lundstram', 'Ben Osborn'], [65, 'Oliver Norwood', 'Ethan Ampadu'], [81, 'David McGoldrick', 'Max Lowe']]","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Ferrán Torres', 'Riyad Mahrez', 'João Cancelo']","['James Trafford', 'John Stones', 'Nathan Aké', 'İlkay Gündoğan', 'Oleksandr Zinchenko', 'Phil Foden', 'Eric García']","[[81, 'Phil Foden', 'Ferrán Torres'], [85, 'İlkay Gündoğan', 'Riyad Mahrez']]",[],[28],"[[55, 'John Lundstram', 'Ben Osborn'], [65, 'Oliver Norwood', 'Ethan Ampadu'], [81, 'David McGoldrick', 'Max Lowe']]","[[81, 'Phil Foden', 'Ferrán Torres'], [85, 'İlkay Gündoğan', 'Riyad Mahrez']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2020-2021,Burnley,Chelsea,0,3,"['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Dale Stephens', 'Ashley Westwood', 'Kevin Long']","['Bailey Peacock-Farrell', 'Robbie Brady', 'Jay Rodriguez', 'Matěj Vydra', 'Max Thompson', 'Jimmy Dunne', 'Lewis Richardson']","[[46, 'Jay Rodriguez', 'Dale Stephens'], [73, 'Robbie Brady', 'Ashley Barnes']]","['Edouard Mendy', 'Thiago Silva', ""N'Golo Kanté"", 'Tammy Abraham', 'Timo Werner', 'Kurt Zouma', 'Mason Mount', 'Ben Chilwell', 'Hakim Ziyech', 'Reece James', 'Kai Havertz']","['Willy Caballero', 'Karlo Ziger', 'Antonio Rüdiger', 'Jorginho', 'Olivier Giroud', 'Callum Hudson-Odoi', 'César Azpilicueta']","[[73, 'Callum Hudson-Odoi', 'Hakim Ziyech'], [77, 'Olivier Giroud', 'Tammy Abraham'], [86, 'Jorginho', 'Kai Havertz']]",[],"[26, 63, 70]","[[46, 'Jay Rodriguez', 'Dale Stephens'], [73, 'Robbie Brady', 'Ashley Barnes']]","[[73, 'Callum Hudson-Odoi', 'Hakim Ziyech'], [77, 'Olivier Giroud', 'Tammy Abraham'], [86, 'Jorginho', 'Kai Havertz']]"
2020-2021,Liverpool,West Ham United,2,1,"['Alisson', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Curtis Jones', 'Andrew Robertson', 'Nathaniel Phillips', 'Trent Alexander-Arnold']","['Adrián', 'James Milner', 'Takumi Minamino', 'Diogo Jota', 'Xherdan Shaqiri', 'Rhys Williams', 'Neco Williams']","[[70, 'Xherdan Shaqiri', 'Curtis Jones'], [70, 'Diogo Jota', 'Roberto Firmino'], [90, 'James Milner', 'Mohamed Salah']]","['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Sébastien Haller', 'Arthur Masuaku', 'Tomáš Souček', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Saïd Benrahma', 'Manuel Lanzini', 'Robert Snodgrass', 'Issa Diop', 'Ryan Fredericks']","[[74, 'Andriy Yarmolenko', 'Sébastien Haller'], [88, 'Manuel Lanzini', 'Arthur Masuaku'], [89, 'Saïd Benrahma', 'Jarrod Bowen']]",[85],[10],"[[70, 'Xherdan Shaqiri', 'Curtis Jones'], [70, 'Diogo Jota', 'Roberto Firmino'], [90, 'James Milner', 'Mohamed Salah']]","[[74, 'Andriy Yarmolenko', 'Sébastien Haller'], [88, 'Manuel Lanzini', 'Arthur Masuaku'], [89, 'Saïd Benrahma', 'Jarrod Bowen']]"
2020-2021,Aston Villa,Southampton,3,4,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Conor Hourihane', 'Trézéguet', 'Marvelous Nakamba', 'Björn Engels', 'Ahmed Elmohamady', 'Keinan Davis']","[[29, 'Trézéguet', 'Bertrand Traoré'], [67, 'Ahmed Elmohamady', 'Matty Cash']]","['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Stuart Armstrong', 'Theo Walcott', 'Jan Bednarek']","['Fraser Forster', 'Jack Stephens', 'Shane Long', 'Nathan Redmond', 'Moussa Djenepo', 'Ibrahima Diallo', 'Dan Nlundulu']","[[46, 'Jack Stephens', 'Jan Bednarek'], [79, 'Ibrahima Diallo', 'Ryan Bertrand'], [85, 'Shane Long', 'Danny Ings']]","[62, 90]","[20, 33, 45, 58]","[[29, 'Trézéguet', 'Bertrand Traoré'], [67, 'Ahmed Elmohamady', 'Matty Cash']]","[[46, 'Jack Stephens', 'Jan Bednarek'], [79, 'Ibrahima Diallo', 'Ryan Bertrand'], [85, 'Shane Long', 'Danny Ings']]"
2020-2021,Newcastle United,Everton,2,1,"['Karl Darlow', 'Fabian Schär', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Callum Wilson', 'Jamal Lewis', 'Jeff Hendrick', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","['Mark Gillespie', 'Ciaran Clark', 'Andy Carroll', 'Joelinton', 'Isaac Hayden', 'Javier Manquillo', 'Ryan Fraser']","[[74, 'Ryan Fraser', 'Allan Saint-Maximin'], [83, 'Isaac Hayden', 'Miguel Almirón'], [87, 'Andy Carroll', 'Callum Wilson']]","['Robin Olsen', 'Jonjoe Kenny', 'Michael Keane', 'Allan', 'Fabian Delph', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Yerry Mina', 'Abdoulaye Doucouré', 'Niels Nkounkou', 'André Gomes']","['Jordan Pickford', 'Cenk Tosun', 'Alex Iwobi', 'Bernard', 'Anthony Gordon', 'Jarrad Branthwaite', 'Ellis Simms']","[[60, 'Bernard', 'André Gomes'], [69, 'Cenk Tosun', 'Niels Nkounkou'], [77, 'Alex Iwobi', 'Jonjoe Kenny']]",[84],[90],"[[74, 'Ryan Fraser', 'Allan Saint-Maximin'], [83, 'Isaac Hayden', 'Miguel Almirón'], [87, 'Andy Carroll', 'Callum Wilson']]","[[60, 'Bernard', 'André Gomes'], [69, 'Cenk Tosun', 'Niels Nkounkou'], [77, 'Alex Iwobi', 'Jonjoe Kenny']]"
2020-2021,Manchester United,Arsenal,0,1,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Marcus Rashford', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Dean Henderson', 'Edinson Cavani', 'Juan Mata', 'Nemanja Matić', 'Brandon Williams', 'Donny van de Beek', 'Axel Tuanzebe']","[[62, 'Nemanja Matić', 'Fred'], [75, 'Donny van de Beek', 'Bruno Fernandes'], [75, 'Edinson Cavani', 'Mason Greenwood']]","['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Alexandre Lacazette', 'Willian', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Thomas Partey', 'Mohamed Elneny']","['Rúnar Alex Rúnarsson', 'Dani Ceballos', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'Shkodran Mustafi', 'Eddie Nketiah', 'Granit Xhaka']","[[76, 'Eddie Nketiah', 'Alexandre Lacazette'], [86, 'Ainsley Maitland-Niles', 'Willian'], [87, 'Shkodran Mustafi', 'Pierre-Emerick Aubameyang']]",[],[],"[[62, 'Nemanja Matić', 'Fred'], [75, 'Donny van de Beek', 'Bruno Fernandes'], [75, 'Edinson Cavani', 'Mason Greenwood']]","[[76, 'Eddie Nketiah', 'Alexandre Lacazette'], [86, 'Ainsley Maitland-Niles', 'Willian'], [87, 'Shkodran Mustafi', 'Pierre-Emerick Aubameyang']]"
2020-2021,Tottenham Hotspur,Brighton & Hove Albion,2,1,"['Hugo Lloris', 'Matt Doherty', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Érik Lamela', 'Eric Dier', 'Moussa Sissoko', 'Tanguy Ndombele']","['Joe Hart', 'Harry Winks', 'Gareth Bale', 'Joe Rodon', 'Giovani Lo Celso', 'Lucas Moura', 'Ben Davies']","[[64, 'Giovani Lo Celso', 'Tanguy Ndombele'], [70, 'Gareth Bale', 'Érik Lamela'], [85, 'Ben Davies', 'Son Heung-min']]","['Robert Sánchez', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Yves Bissouma', 'Leandro Trossard', 'Pascal Groß', 'Adam Lallana', 'Solly March', 'Dan Burn', 'Joël Veltman']","['Mathew Ryan', 'Alexis Mac Allister', 'Steven Alzate', 'Danny Welbeck', 'Davy Pröpper', 'Andi Zeqiri', 'Bernardo']","[[65, 'Bernardo', 'Solly March'], [74, 'Danny Welbeck', 'Leandro Trossard'], [79, 'Alexis Mac Allister', 'Tariq Lamptey']]",[73],[56],"[[64, 'Giovani Lo Celso', 'Tanguy Ndombele'], [70, 'Gareth Bale', 'Érik Lamela'], [85, 'Ben Davies', 'Son Heung-min']]","[[65, 'Bernardo', 'Solly March'], [74, 'Danny Welbeck', 'Leandro Trossard'], [79, 'Alexis Mac Allister', 'Tariq Lamptey']]"
2020-2021,Fulham,West Bromwich Albion,2,0,"['Alphonse Areola', 'Joachim Andersen', 'Aleksandar Mitrović', 'Tom Cairney', 'Bobby Reid', 'Tosin Adarabioyo', 'Mario Lemina', 'Ademola Lookman', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Denis Odoi', 'Tim Ream', 'Ruben Loftus-Cheek', 'Ivan Cavaleiro', 'Harrison Reed', 'Joe Bryan']","[[46, 'Harrison Reed', 'Mario Lemina'], [85, 'Ivan Cavaleiro', 'Bobby Reid'], [90, 'Joe Bryan', 'Ademola Lookman']]","['Sam Johnstone', 'Darnell Furlong', 'Semi Ajayi', 'Jake Livermore', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Filip Krovinović', 'Conor Gallagher', 'Branislav Ivanović', 'Karlan Grant']","['David Button', 'Kieran Gibbs', 'Kyle Bartley', 'Callum Robinson', 'Matt Phillips', 'Romaine Sawyers', 'Kyle Edwards']","[[56, 'Callum Robinson', 'Matheus Pereira'], [56, 'Romaine Sawyers', 'Jake Livermore'], [70, 'Matt Phillips', 'Filip Krovinović']]","[26, 30]",[],"[[46, 'Harrison Reed', 'Mario Lemina'], [85, 'Ivan Cavaleiro', 'Bobby Reid'], [90, 'Joe Bryan', 'Ademola Lookman']]","[[56, 'Callum Robinson', 'Matheus Pereira'], [56, 'Romaine Sawyers', 'Jake Livermore'], [70, 'Matt Phillips', 'Filip Krovinović']]"
