Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Crystal Palace,Burnley,1,1,"['Jack Butland', 'Tyrick Mitchell', 'Luka Milivojević', 'Marc Guéhi', 'Michael Olise', 'Wilfried Zaha', 'Jeffrey Schlupp', 'Joachim Andersen', 'Nathaniel Clyne', 'James McArthur', 'Conor Gallagher']","['Vicente Guaita', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Eberechi Eze', 'Will Hughes', 'Jean-Philippe Mateta', 'Christian Benteke', 'Odsonne Édouard', 'Martin Kelly']","[[60, 'Jean-Philippe Mateta', 'Luka Milivojević'], [84, 'Cheikhou Kouyaté', 'Jeffrey Schlupp']]","['Nick Pope', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Wout Weghorst', 'Dwight McNeil', 'Connor Roberts', 'Aaron Lennon', 'Jay Rodriguez', 'Erik Pieters']","['Wayne Hennessey', 'Matthew Lowton', 'Charlie Taylor', 'Ashley Barnes', 'Ashley Westwood', 'Maxwel Cornet', 'Nathan Collins', 'Phil Bardsley', 'Kevin Long']","[[60, 'Ashley Westwood', 'Jack Cork'], [60, 'Charlie Taylor', 'Erik Pieters'], [88, 'Ashley Barnes', 'Jay Rodriguez']]",[9],[],"[[60, 'Jean-Philippe Mateta', 'Luka Milivojević'], [84, 'Cheikhou Kouyaté', 'Jeffrey Schlupp']]","[[60, 'Ashley Westwood', 'Jack Cork'], [60, 'Charlie Taylor', 'Erik Pieters'], [88, 'Ashley Barnes', 'Jay Rodriguez']]"
2021-2022,Manchester United,Watford,0,0,"['David de Gea', 'Victor Lindelöf', 'Paul Pogba', 'Cristiano Ronaldo', 'Fred', 'Bruno Fernandes', 'Raphaël Varane', 'Alex Telles', 'Aaron Wan-Bissaka', 'Nemanja Matić', 'Anthony Elanga']","['Dean Henderson', 'Phil Jones', 'Harry Maguire', 'Juan Mata', 'Marcus Rashford', 'Jesse Lingard', 'Diogo Dalot', 'Luke Shaw', 'Jadon Sancho']","[[62, 'Jadon Sancho', 'Fred'], [74, 'Luke Shaw', 'Alex Telles'], [74, 'Marcus Rashford', 'Nemanja Matić']]","['Ben Foster', 'Jeremy Ngakia', 'Imran Louza', 'Joshua King', 'Tom Cleverley', 'Hassane Kamara', 'Craig Cathcart', 'Moussa Sissoko', 'Samir Santos', 'Ismaila Sarr', 'Emmanuel Dennis']","['Daniel Bachmann', 'William Troost-Ekong', 'João Pedro', 'Adam Masina', 'Ken Sema', 'Christian Kabasele', 'Cucho', 'Juraj Kucka', 'Edo Kayembe']","[[63, 'Ken Sema', 'Joshua King'], [63, 'Christian Kabasele', 'Jeremy Ngakia'], [80, 'Juraj Kucka', 'Tom Cleverley']]",[],[],"[[62, 'Jadon Sancho', 'Fred'], [74, 'Luke Shaw', 'Alex Telles'], [74, 'Marcus Rashford', 'Nemanja Matić']]","[[63, 'Ken Sema', 'Joshua King'], [63, 'Christian Kabasele', 'Jeremy Ngakia'], [80, 'Juraj Kucka', 'Tom Cleverley']]"
2021-2022,Brighton & Hove Albion,Aston Villa,0,2,"['Robert Sánchez', 'Tariq Lamptey', 'Marc Cucurella', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Leandro Trossard', 'Jakub Moder', 'Solly March', 'Joël Veltman']","['Jason Steele', 'Pascal Groß', 'Steven Alzate', 'Danny Welbeck', 'Shane Duffy', 'Moisés Caicedo', 'Marc Leonard', 'Odeluga Offiah', 'Evan Ferguson']","[[62, 'Danny Welbeck', 'Jakub Moder']]","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Danny Ings', 'Philippe Coutinho', 'Lucas Digne', 'Jacob Ramsey']","['Robin Olsen', 'Morgan Sanson', 'Emi Buendía', 'Calum Chambers', 'Ashley Young', 'Kortney Hause', 'Leon Bailey', 'Tim Iroegbunam', ""Tommi O'Reilly""]","[[72, 'Morgan Sanson', 'Douglas Luiz'], [79, 'Ashley Young', 'Danny Ings'], [86, 'Tim Iroegbunam', 'Philippe Coutinho']]",[],"[17, 68]","[[62, 'Danny Welbeck', 'Jakub Moder']]","[[72, 'Morgan Sanson', 'Douglas Luiz'], [79, 'Ashley Young', 'Danny Ings'], [86, 'Tim Iroegbunam', 'Philippe Coutinho']]"
2021-2022,Brentford,Newcastle United,0,2,"['David Raya', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Mathias Jensen', 'Josh Dasilva', 'Yoane Wissa', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Vitaly Janelt']","['Jonas Lössl', 'Sergi Canós', 'Saman Ghoddos', 'Frank Onyeka', 'Ivan Toney', 'Christian Eriksen', 'Mathias Jørgensen', 'Shandon Baptiste', 'Mads Roerslev']","[[52, 'Christian Eriksen', 'Mathias Jensen'], [62, 'Ivan Toney', 'Yoane Wissa'], [72, 'Sergi Canós', 'Kristoffer Ajer']]","['Martin Dúbravka', 'Fabian Schär', 'Joelinton', 'Jonjo Shelvey', 'Matt Targett', 'Emil Krafth', 'Chris Wood', 'Ryan Fraser', 'Jacob Murphy', 'Joe Willock', 'Dan Burn']","['Karl Darlow', 'Paul Dummett', 'Jamaal Lascelles', 'Federico Fernández', 'Javier Manquillo', 'Miguel Almirón', 'Dwight Gayle', 'Sean Longstaff', 'Bruno Guimarães']","[[64, 'Bruno Guimarães', 'Jacob Murphy'], [83, 'Jamaal Lascelles', 'Joe Willock'], [90, 'Miguel Almirón', 'Ryan Fraser']]",[],"[33, 44]","[[52, 'Christian Eriksen', 'Mathias Jensen'], [62, 'Ivan Toney', 'Yoane Wissa'], [72, 'Sergi Canós', 'Kristoffer Ajer']]","[[64, 'Bruno Guimarães', 'Jacob Murphy'], [83, 'Jamaal Lascelles', 'Joe Willock'], [90, 'Miguel Almirón', 'Ryan Fraser']]"
2021-2022,Everton,Manchester City,0,1,"['Jordan Pickford', 'Jonjoe Kenny', 'Mason Holgate', 'Michael Keane', 'Allan', 'Richarlison', 'Abdoulaye Doucouré', 'Alex Iwobi', 'Séamus Coleman', 'Anthony Gordon', 'Donny van de Beek']","['Asmir Begović', 'Nathan Patterson', 'Demarai Gray', 'Andros Townsend', 'Vitaliy Mykolenko', 'Jarrad Branthwaite', 'Salomón Rondón', 'Anwar El Ghazi', 'Dele Alli']","[[71, 'Dele Alli', 'Donny van de Beek'], [77, 'Demarai Gray', 'Anthony Gordon'], [88, 'Anwar El Ghazi', 'Alex Iwobi']]","['Ederson', 'Rúben Dias', 'John Stones', 'Raheem Sterling', 'İlkay Gündoğan', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'João Cancelo', 'Phil Foden']","['Scott Carson', 'Cieran Slicker', 'Kyle Walker', 'Nathan Aké', 'Gabriel Jesus', 'Jack Grealish', 'Oleksandr Zinchenko', 'Fernandinho', 'Riyad Mahrez']","[[77, 'Gabriel Jesus', 'Raheem Sterling'], [77, 'Riyad Mahrez', 'İlkay Gündoğan']]",[],[82],"[[71, 'Dele Alli', 'Donny van de Beek'], [77, 'Demarai Gray', 'Anthony Gordon'], [88, 'Anwar El Ghazi', 'Alex Iwobi']]","[[77, 'Gabriel Jesus', 'Raheem Sterling'], [77, 'Riyad Mahrez', 'İlkay Gündoğan']]"
2021-2022,West Ham United,Wolverhampton Wanderers,1,0,"['Łukasz Fabiański', 'Aaron Cresswell', 'Kurt Zouma', 'Pablo Fornals', 'Michail Antonio', 'Manuel Lanzini', 'Craig Dawson', 'Jarrod Bowen', 'Tomáš Souček', 'Ben Johnson', 'Declan Rice']","['Alphonse Areola', 'Nikola Vlašić', 'Mark Noble', 'Saïd Benrahma', 'Issa Diop', 'Alex Král', 'Armstrong Okoflex', 'Ajibola Alese', 'Sonny Perkins']","[[90, 'Nikola Vlašić', 'Michail Antonio'], [90, 'Issa Diop', 'Pablo Fornals']]","['José Sá', 'Ki-Jana Hoever', 'Fernando Marçal', 'Rúben Neves', 'Francisco Trincão', 'Conor Coady', 'Fábio Silva', 'Max Kilman', 'Hwang Hee-chan', 'Romain Saïss', 'Leander Dendoncker']","['John Ruddy', 'Rayan Aït Nouri', 'Pedro Neto', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Jonny Castro', 'João Moutinho', 'Luke Cundle']","[[60, 'Daniel Podence', 'Francisco Trincão'], [76, 'Pedro Neto', 'Fernando Marçal'], [81, 'Raúl Jiménez', 'Hwang Hee-chan']]",[59],[],"[[90, 'Nikola Vlašić', 'Michail Antonio'], [90, 'Issa Diop', 'Pablo Fornals']]","[[60, 'Daniel Podence', 'Francisco Trincão'], [76, 'Pedro Neto', 'Fernando Marçal'], [81, 'Raúl Jiménez', 'Hwang Hee-chan']]"
2021-2022,Burnley,Leicester City,0,2,"['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Wout Weghorst', 'Dwight McNeil', 'Connor Roberts', 'Aaron Lennon', 'Ashley Westwood', 'Maxwel Cornet']","['Wayne Hennessey', 'Matthew Lowton', 'Jack Cork', 'Ashley Barnes', 'Jay Rodriguez', 'Nathan Collins', 'Phil Bardsley', 'Kevin Long', 'Lewis Richardson']","[[40, 'Nathan Collins', 'Ben Mee'], [71, 'Jay Rodriguez', 'Maxwel Cornet'], [88, 'Ashley Barnes', 'Ashley Westwood']]","['Kasper Schmeichel', 'Çağlar Söyüncü', 'Harvey Barnes', 'Youri Tielemans', 'Marc Albrighton', 'Daniel Amartey', 'Ricardo Pereira', 'Kiernan Dewsbury-Hall', 'Wilfred Ndidi', 'Patson Daka', 'Luke Thomas']","['Danny Ward', 'Jamie Vardy', 'James Maddison', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Hamza Choudhury', 'Jannik Vestergaard', 'Nampalys Mendy', 'Ademola Lookman']","[[46, 'Ademola Lookman', 'Ricardo Pereira'], [72, 'James Maddison', 'Youri Tielemans'], [72, 'Jamie Vardy', 'Patson Daka']]",[],"[82, 90]","[[40, 'Nathan Collins', 'Ben Mee'], [71, 'Jay Rodriguez', 'Maxwel Cornet'], [88, 'Ashley Barnes', 'Ashley Westwood']]","[[46, 'Ademola Lookman', 'Ricardo Pereira'], [72, 'James Maddison', 'Youri Tielemans'], [72, 'Jamie Vardy', 'Patson Daka']]"
2021-2022,Leicester City,Leeds United,1,0,"['Kasper Schmeichel', 'Çağlar Söyüncü', 'Harvey Barnes', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Daniel Amartey', 'Hamza Choudhury', 'Kiernan Dewsbury-Hall', 'Wilfred Ndidi', 'Luke Thomas']","['Danny Ward', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Jannik Vestergaard', 'Nampalys Mendy', 'Patson Daka', 'Ademola Lookman', 'Boubakary Soumaré', 'Lewis Brunt']","[[61, 'Kelechi Iheanacho', 'Jamie Vardy'], [61, 'Ademola Lookman', 'Hamza Choudhury'], [76, 'Nampalys Mendy', 'Wilfred Ndidi']]","['Illan Meslier', 'Luke Ayling', 'Junior Firpo', 'Robin Koch', 'Raphinha', 'Stuart Dallas', 'Rodrigo', 'Daniel James', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Kristoffer Klaesson', 'Adam Forshaw', 'Patrick Bamford', 'Tyler Roberts', 'Joe Gelhardt', 'Charlie Cresswell', 'Crysencio Summerville', 'Sam Greenwood', 'Jamie Shackleton']","[[63, 'Joe Gelhardt', 'Rodrigo'], [70, 'Adam Forshaw', 'Mateusz Klich'], [76, 'Tyler Roberts', 'Jack Harrison']]",[67],[],"[[61, 'Kelechi Iheanacho', 'Jamie Vardy'], [61, 'Ademola Lookman', 'Hamza Choudhury'], [76, 'Nampalys Mendy', 'Wilfred Ndidi']]","[[63, 'Joe Gelhardt', 'Rodrigo'], [70, 'Adam Forshaw', 'Mateusz Klich'], [76, 'Tyler Roberts', 'Jack Harrison']]"
2021-2022,Newcastle United,Brighton & Hove Albion,2,1,"['Martin Dúbravka', 'Fabian Schär', 'Joelinton', 'Jonjo Shelvey', 'Matt Targett', 'Emil Krafth', 'Chris Wood', 'Ryan Fraser', 'Jacob Murphy', 'Joe Willock', 'Dan Burn']","['Karl Darlow', 'Paul Dummett', 'Jamaal Lascelles', 'Allan Saint-Maximin', 'Javier Manquillo', 'Miguel Almirón', 'Dwight Gayle', 'Sean Longstaff', 'Bruno Guimarães']","[[64, 'Allan Saint-Maximin', 'Jacob Murphy'], [79, 'Bruno Guimarães', 'Ryan Fraser'], [90, 'Sean Longstaff', 'Joe Willock']]","['Robert Sánchez', 'Tariq Lamptey', 'Marc Cucurella', 'Lewis Dunk', 'Leandro Trossard', 'Pascal Groß', 'Jakub Moder', 'Steven Alzate', 'Danny Welbeck', 'Shane Duffy', 'Joël Veltman']","['Jason Steele', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Adam Lallana', 'Solly March', 'Moisés Caicedo', 'Haydon Roberts', 'Evan Ferguson']","[[59, 'Solly March', 'Tariq Lamptey'], [59, 'Neal Maupay', 'Jakub Moder'], [79, 'Alexis Mac Allister', 'Steven Alzate']]","[12, 14]",[55],"[[64, 'Allan Saint-Maximin', 'Jacob Murphy'], [79, 'Bruno Guimarães', 'Ryan Fraser'], [90, 'Sean Longstaff', 'Joe Willock']]","[[59, 'Solly March', 'Tariq Lamptey'], [59, 'Neal Maupay', 'Jakub Moder'], [79, 'Alexis Mac Allister', 'Steven Alzate']]"
2021-2022,Aston Villa,Southampton,4,0,"['Emiliano Martínez', 'Matty Cash', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Calum Chambers', 'Ashley Young', 'Danny Ings', 'Philippe Coutinho', 'Jacob Ramsey']","['Robin Olsen', 'Morgan Sanson', 'Emi Buendía', 'Bertrand Traoré', 'Kortney Hause', 'Leon Bailey', 'Benjamin Chrisene', 'Tim Iroegbunam', ""Tommi O'Reilly""]","[[71, 'Morgan Sanson', 'Danny Ings'], [77, 'Leon Bailey', 'Jacob Ramsey'], [81, 'Emi Buendía', 'Philippe Coutinho']]","['Fraser Forster', 'Jack Stephens', 'Oriol Romeu', 'James Ward-Prowse', 'Che Adams', 'Romain Perraud', 'Stuart Armstrong', 'Armando Broja', 'Valentino Livramento', 'Mohamed Elyounoussi', 'Jan Bednarek']","['Willy Caballero', 'Kyle Walker-Peters', 'Adam Armstrong', 'Nathan Redmond', 'Moussa Djenepo', 'William Smallbone', 'Ibrahima Diallo', 'Theo Walcott', 'Yan Valery']","[[46, 'Yan Valery', 'Mohamed Elyounoussi'], [58, 'Kyle Walker-Peters', 'Romain Perraud'], [77, 'Ibrahima Diallo', 'Oriol Romeu']]","[9, 44, 52, 54]",[],"[[71, 'Morgan Sanson', 'Danny Ings'], [77, 'Leon Bailey', 'Jacob Ramsey'], [81, 'Emi Buendía', 'Philippe Coutinho']]","[[46, 'Yan Valery', 'Mohamed Elyounoussi'], [58, 'Kyle Walker-Peters', 'Romain Perraud'], [77, 'Ibrahima Diallo', 'Oriol Romeu']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Burnley,Chelsea,0,4,"['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Wout Weghorst', 'Dwight McNeil', 'Connor Roberts', 'Aaron Lennon', 'Ashley Westwood', 'Jay Rodriguez', 'Nathan Collins']","['Wayne Hennessey', 'Matthew Lowton', 'Jack Cork', 'Ashley Barnes', 'Maxwel Cornet', 'Phil Bardsley', 'Kevin Long', 'Bobby Thomas', 'Lewis Richardson']","[[63, 'Maxwel Cornet', 'Jay Rodriguez'], [78, 'Ashley Barnes', 'Wout Weghorst']]","['Edouard Mendy', 'Antonio Rüdiger', 'Jorginho', 'Thiago Silva', ""N'Golo Kanté"", 'Christian Pulisic', 'Trevoh Chalobah', 'Saúl Ñíguez', 'Mason Mount', 'Reece James', 'Kai Havertz']","['Kepa Arrizabalaga', 'Andreas Christensen', 'Mateo Kovačić', 'Romelu Lukaku', 'Timo Werner', 'Ruben Loftus-Cheek', 'Hakim Ziyech', 'Kenedy', 'Malang Sarr']","[[70, 'Mateo Kovačić', 'Reece James'], [70, 'Ruben Loftus-Cheek', ""N'Golo Kanté""], [78, 'Timo Werner', 'Mason Mount']]",[],"[47, 52, 55, 69]","[[63, 'Maxwel Cornet', 'Jay Rodriguez'], [78, 'Ashley Barnes', 'Wout Weghorst']]","[[70, 'Mateo Kovačić', 'Reece James'], [70, 'Ruben Loftus-Cheek', ""N'Golo Kanté""], [78, 'Timo Werner', 'Mason Mount']]"
2021-2022,Wolverhampton Wanderers,Crystal Palace,0,2,"['José Sá', 'Ki-Jana Hoever', 'Fernando Marçal', 'Pedro Neto', 'Rúben Neves', 'Daniel Podence', 'Conor Coady', 'Max Kilman', 'Hwang Hee-chan', 'Romain Saïss', 'João Moutinho']","['John Ruddy', 'Rayan Aït Nouri', 'Raúl Jiménez', 'Francisco Trincão', 'Willy Boly', 'Fábio Silva', 'Jonny Castro', 'Chiquinho', 'Leander Dendoncker']","[[25, 'Jonny Castro', 'Ki-Jana Hoever'], [63, 'Raúl Jiménez', 'Pedro Neto'], [79, 'Chiquinho', 'Max Kilman']]","['Vicente Guaita', 'Tyrick Mitchell', 'Marc Guéhi', 'Michael Olise', 'Cheikhou Kouyaté', 'Wilfried Zaha', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Joachim Andersen', 'Nathaniel Clyne', 'Conor Gallagher']","['Jack Butland', 'Luka Milivojević', 'Jordan Ayew', 'Eberechi Eze', 'Will Hughes', 'Christian Benteke', 'Odsonne Édouard', 'Martin Kelly', 'Jaïro Riedewald']","[[69, 'Christian Benteke', 'Jean-Philippe Mateta'], [69, 'Luka Milivojević', 'Cheikhou Kouyaté'], [82, 'Will Hughes', 'Michael Olise']]",[],[19],"[[25, 'Jonny Castro', 'Ki-Jana Hoever'], [63, 'Raúl Jiménez', 'Pedro Neto'], [79, 'Chiquinho', 'Max Kilman']]","[[69, 'Christian Benteke', 'Jean-Philippe Mateta'], [69, 'Luka Milivojević', 'Cheikhou Kouyaté'], [82, 'Will Hughes', 'Michael Olise']]"
2021-2022,Norwich City,Brentford,1,3,"['Tim Krul', 'Sam Byram', 'Ben Gibson', 'Grant Hanley', 'Billy Gilmour', 'Mathias Normann', 'Milot Rashica', 'Brandon Williams', 'Teemu Pukki', 'Kenny McLean', 'Josh Sargent']","['Angus Gunn', 'Max Aarons', 'Christoph Zimmermann', 'Kieran Dowell', 'Przemysław Płacheta', 'Jakob Sørensen', 'Pierre Lees-Melou', 'Dimitris Giannoulis', 'Jon Rowe']","[[74, 'Jon Rowe', 'Billy Gilmour'], [81, 'Max Aarons', 'Brandon Williams'], [81, 'Pierre Lees-Melou', 'Mathias Normann']]","['David Raya', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Christian Eriksen', 'Vitaly Janelt']","['Jonas Lössl', 'Mathias Jensen', 'Yoane Wissa', 'Saman Ghoddos', 'Frank Onyeka', 'Mathias Jørgensen', 'Shandon Baptiste', 'Mads Bech Sørensen', 'Mads Roerslev']","[[59, 'Frank Onyeka', 'Christian Nørgaard'], [75, 'Mads Roerslev', 'Kristoffer Ajer'], [82, 'Yoane Wissa', 'Sergi Canós']]",[90],[32],"[[74, 'Jon Rowe', 'Billy Gilmour'], [81, 'Max Aarons', 'Brandon Williams'], [81, 'Pierre Lees-Melou', 'Mathias Normann']]","[[59, 'Frank Onyeka', 'Christian Nørgaard'], [75, 'Mads Roerslev', 'Kristoffer Ajer'], [82, 'Yoane Wissa', 'Sergi Canós']]"
2021-2022,Liverpool,West Ham United,1,0,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Ibrahima Konaté', 'Naby Keïta', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Luis Díaz', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'James Milner', 'Joe Gomez', 'Alex Oxlade-Chamberlain', 'Curtis Jones', 'Takumi Minamino', 'Diogo Jota', 'Divock Origi', 'Harvey Elliott']","[[79, 'Diogo Jota', 'Mohamed Salah'], [90, 'James Milner', 'Naby Keïta'], [90, 'Curtis Jones', 'Luis Díaz']]","['Łukasz Fabiański', 'Aaron Cresswell', 'Kurt Zouma', 'Pablo Fornals', 'Michail Antonio', 'Manuel Lanzini', 'Nikola Vlašić', 'Craig Dawson', 'Jarrod Bowen', 'Tomáš Souček', 'Ben Johnson']","['Alphonse Areola', 'Mark Noble', 'Saïd Benrahma', 'Issa Diop', 'Ryan Fredericks', 'Arthur Masuaku', 'Alex Král', 'Armstrong Okoflex', 'Daniel Chesters']","[[53, 'Saïd Benrahma', 'Jarrod Bowen'], [61, 'Mark Noble', 'Nikola Vlašić'], [90, 'Daniel Chesters', 'Pablo Fornals']]",[27],[],"[[79, 'Diogo Jota', 'Mohamed Salah'], [90, 'James Milner', 'Naby Keïta'], [90, 'Curtis Jones', 'Luis Díaz']]","[[53, 'Saïd Benrahma', 'Jarrod Bowen'], [61, 'Mark Noble', 'Nikola Vlašić'], [90, 'Daniel Chesters', 'Pablo Fornals']]"
2021-2022,Watford,Arsenal,2,3,"['Ben Foster', 'Imran Louza', 'Tom Cleverley', 'João Pedro', 'Hassane Kamara', 'Craig Cathcart', 'Moussa Sissoko', 'Kiko Femenía', 'Samir Santos', 'Emmanuel Dennis', 'Cucho']","['Daniel Bachmann', 'Oghenekaro Etebo', 'Adam Masina', 'Ken Sema', 'Christian Kabasele', 'Samuel Kalu', 'Francisco Sierralta', 'Juraj Kucka', 'Edo Kayembe']","[[64, 'Edo Kayembe', 'Imran Louza'], [89, 'Samuel Kalu', 'Tom Cleverley']]","['Aaron Ramsdale', 'Kieran Tierney', 'Ben White', 'Thomas Partey', 'Gabriel Dos Santos', 'Bukayo Saka', 'Martin Ødegaard', 'Alexandre Lacazette', 'Cédric Soares', 'Granit Xhaka', 'Martinelli']","['Bernd Leno', 'Rob Holding', 'Nicolas Pépé', 'Nuno Tavares', 'Albert Sambi Lokonga', 'Mohamed Elneny', 'Eddie Nketiah', 'Zak Swanson', 'Omari Hutchinson']","[[73, 'Nicolas Pépé', 'Martinelli'], [80, 'Eddie Nketiah', 'Alexandre Lacazette'], [90, 'Rob Holding', 'Martin Ødegaard']]","[11, 87]","[5, 30, 52]","[[64, 'Edo Kayembe', 'Imran Louza'], [89, 'Samuel Kalu', 'Tom Cleverley']]","[[73, 'Nicolas Pépé', 'Martinelli'], [80, 'Eddie Nketiah', 'Alexandre Lacazette'], [90, 'Rob Holding', 'Martin Ødegaard']]"
2021-2022,Manchester City,Manchester United,4,1,"['Ederson', 'Kyle Walker', 'John Stones', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Riyad Mahrez', 'João Cancelo', 'Phil Foden']","['Scott Carson', 'Raheem Sterling', 'İlkay Gündoğan', 'Gabriel Jesus', 'Oleksandr Zinchenko', 'Fernandinho', 'Liam Delap', 'Luke Mbete-Tatu', 'James Mcatee']","[[80, 'İlkay Gündoğan', 'Kevin De Bruyne']]","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Fred', 'Bruno Fernandes', 'Jadon Sancho', 'Alex Telles', 'Aaron Wan-Bissaka', 'Anthony Elanga', 'Scott McTominay']","['Dean Henderson', 'Eric Bailly', 'Phil Jones', 'Juan Mata', 'Marcus Rashford', 'Jesse Lingard', 'Diogo Dalot', 'Nemanja Matić', 'Hannibal Mejbri']","[[64, 'Jesse Lingard', 'Anthony Elanga'], [64, 'Marcus Rashford', 'Paul Pogba']]","[5, 28, 68, 90]",[22],"[[80, 'İlkay Gündoğan', 'Kevin De Bruyne']]","[[64, 'Jesse Lingard', 'Anthony Elanga'], [64, 'Marcus Rashford', 'Paul Pogba']]"
2021-2022,Tottenham Hotspur,Everton,5,0,"['Hugo Lloris', 'Matt Doherty', 'Cristian Romero', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Eric Dier', 'Ryan Sessegnon', 'Dejan Kulusevski', 'Rodrigo Bentancur', 'Ben Davies']","['Pierluigi Gollini', 'Sergio Reguilón', 'Davinson Sánchez', 'Harry Winks', 'Emerson', 'Joe Rodon', 'Steven Bergwijn', 'Lucas Moura', 'Harvey White']","[[46, 'Sergio Reguilón', 'Ryan Sessegnon'], [52, 'Davinson Sánchez', 'Cristian Romero'], [67, 'Steven Bergwijn', 'Son Heung-min']]","['Jordan Pickford', 'Jonjoe Kenny', 'Mason Holgate', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Abdoulaye Doucouré', 'Séamus Coleman', 'Anthony Gordon', 'Donny van de Beek']","['Asmir Begović', 'Andros Townsend', 'Alex Iwobi', 'Vitaliy Mykolenko', 'André Gomes', 'Jarrad Branthwaite', 'Salomón Rondón', 'Anwar El Ghazi', 'Dele Alli']","[[46, 'Jarrad Branthwaite', 'Michael Keane'], [59, 'Vitaliy Mykolenko', 'Donny van de Beek'], [69, 'Dele Alli', 'Dominic Calvert-Lewin']]","[17, 37, 46, 55]",[],"[[46, 'Sergio Reguilón', 'Ryan Sessegnon'], [52, 'Davinson Sánchez', 'Cristian Romero'], [67, 'Steven Bergwijn', 'Son Heung-min']]","[[46, 'Jarrad Branthwaite', 'Michael Keane'], [59, 'Vitaliy Mykolenko', 'Donny van de Beek'], [69, 'Dele Alli', 'Dominic Calvert-Lewin']]"
